"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.102924792E0,6.108472589E-4,1.527118147E-4,1.374406274E-3
6.105350781E0,6.108472589E-4,-4.581354442E-4,-4.581354442E-4
6.107776719E0,0.000000000E0,-1.068982761E-3,-4.581354442E-4
6.110202708E0,-6.108472589E-4,1.374406274E-3,1.527118147E-4
6.112628698E0,-1.221694518E-3,7.635590737E-4,-1.068982761E-3
6.115054687E0,6.108472589E-4,7.635590737E-4,1.527118147E-4
6.117480677E0,0.000000000E0,1.527118147E-4,-4.581354442E-4
6.119906614E0,6.108472589E-4,1.527118147E-4,1.527118147E-4
6.122332604E0,-6.108472589E-4,7.635590737E-4,1.374406274E-3
6.124758594E0,-1.221694518E-3,-1.068982761E-3,1.985253533E-3
6.127184583E0,0.000000000E0,-4.581354442E-4,-4.581354442E-4
6.129610573E0,-6.108472589E-4,1.527118147E-4,-1.068982761E-3
6.132036510E0,1.221694518E-3,-1.068982761E-3,-4.581354442E-4
6.134462500E0,0.000000000E0,-4.581354442E-4,1.527118147E-4
6.136888489E0,-2.443389036E-3,-1.068982761E-3,1.527118147E-4
6.139314479E0,-6.108472589E-4,1.527118147E-4,7.635590737E-4
6.141740469E0,-5.344913807E-4,1.374406274E-3,-4.581354442E-4
6.144166406E0,7.635590737E-5,1.527118147E-4,7.635590737E-4
6.146592396E0,6.872031372E-4,-4.581354442E-4,1.374406274E-3
6.149018385E0,7.635590737E-5,-2.290677279E-3,-4.581354442E-4
6.151444375E0,-1.145338640E-3,-1.068982761E-3,1.527118147E-4
6.153870364E0,6.872031372E-4,7.635590737E-4,1.527118147E-4
6.156296302E0,-1.756185899E-3,1.985253533E-3,1.374406274E-3
6.158722292E0,-5.344913807E-4,1.527118147E-4,1.527118147E-4
6.161148281E0,7.635590737E-5,-4.581354442E-4,-4.581354442E-4
6.163574271E0,7.635590737E-5,-4.581354442E-4,-2.290677279E-3
