"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.195392716E0,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
1.197837820E0,-9.162708884E-4,0.000000000E0,2.901524538E-3,3.042761408E-3
1.200282091E0,3.054236295E-4,1.221694518E-3,1.679830020E-3,2.099440398E-3
1.202725633E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.205170008E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.207615112E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.210059383E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.212502924E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.214947299E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.217392404E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.219836674E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.222280216E0,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
1.224724591E0,3.054236295E-4,1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.227169747E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.229613966E0,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
1.232057508E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.234501883E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.236947039E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.239391310E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.241834799E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.244279174E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.246724331E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.249168601E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.251612091E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.254056518E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.256501622E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.258945893E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.261389435E0,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
1.263833810E0,3.054236295E-4,-2.443389036E-3,1.679830020E-3,2.980815739E-3
1.266278914E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.268723185E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.271166726E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.273611101E0,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
1.276056206E0,3.054236295E-4,1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.278500476E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.280944018E0,1.527118147E-3,0.000000000E0,4.581354442E-4,1.594358153E-3
1.283388393E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.285833497E0,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
1.288277768E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.290721310E0,3.054236295E-4,-1.221694518E-3,1.679830020E-3,2.099440398E-3
1.293165685E0,1.527118147E-3,0.000000000E0,-7.635590737E-4,1.707369994E-3
1.295610789E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.298055060E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.300498601E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.302942976E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
