"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.590610960E-1,-4.127619043E-2,-1.815554202E-1,9.880562782E0
5.615057310E-1,-4.127619043E-2,-1.791625917E-1,9.880562782E0
5.639510440E-1,-4.366901144E-2,-1.935195327E-1,9.897313118E0
5.663955750E-1,-3.170489892E-2,-1.911267042E-1,9.851848602E0
5.688393250E-1,-3.409772366E-2,-1.911267042E-1,9.873384476E0
5.712838560E-1,-4.366901144E-2,-2.054836452E-1,9.880562782E0
5.737292730E-1,-4.127619043E-2,-2.054836452E-1,9.870991707E0
5.761737520E-1,-3.888336942E-2,-1.839482337E-1,9.863813400E0
5.786175020E-1,-5.324030295E-2,-1.959123611E-1,9.861420631E0
5.810620330E-1,-2.931207791E-2,-1.983051747E-1,9.890133858E0
5.835074500E-1,-2.691925503E-2,-1.911267042E-1,9.897313118E0
5.859519290E-1,-3.888336942E-2,-1.839482337E-1,9.873384476E0
5.883956790E-1,-4.366901144E-2,-1.911267042E-1,9.875777245E0
5.908403150E-1,-3.888336942E-2,-1.887338907E-1,9.882955551E0
5.932856270E-1,-4.845465720E-2,-1.791625917E-1,9.911669731E0
5.957301580E-1,-3.649054468E-2,-1.839482337E-1,9.892526627E0
5.981739080E-1,-4.606183618E-2,-2.030908167E-1,9.892526627E0
6.006184400E-1,-4.366901144E-2,-2.006980032E-1,9.880562782E0
6.030638560E-1,-4.606183618E-2,-1.791625917E-1,9.851848602E0
6.055083350E-1,-4.127619043E-2,-1.815554202E-1,9.868598938E0
6.079520850E-1,-4.366901144E-2,-1.935195327E-1,9.902098656E0
6.103966170E-1,-4.606183618E-2,-1.887338907E-1,9.894919395E0
6.128420330E-1,-5.324030295E-2,-1.887338907E-1,9.890133858E0
6.152865130E-1,-4.845465720E-2,-1.887338907E-1,9.868598938E0
6.177302630E-1,-5.563312769E-2,-1.887338907E-1,9.892526627E0
6.201748980E-1,-3.409772366E-2,-1.959123611E-1,9.880562782E0
6.226202100E-1,-6.550352275E-2,-1.887338907E-1,9.873384476E0
6.250647420E-1,-4.366901144E-2,-2.126621157E-1,9.878170013E0
6.275084920E-1,-4.127619043E-2,-1.887338907E-1,9.887741089E0
6.299530230E-1,-5.084748194E-2,-1.839482337E-1,9.887741089E0
6.323984400E-1,-3.888336942E-2,-1.935195327E-1,9.863813400E0
6.348429190E-1,-4.606183618E-2,-2.006980032E-1,9.894919395E0
6.372866690E-1,-4.366901144E-2,-1.839482337E-1,9.909276962E0
6.397313040E-1,-5.084748194E-2,-1.959123611E-1,9.868598938E0
6.421766170E-1,-5.324030295E-2,-1.887338907E-1,9.882955551E0
6.446210960E-1,-4.127619043E-2,-1.959123611E-1,9.875777245E0
6.470648980E-1,-2.691925503E-2,-2.054836452E-1,9.887741089E0
6.495094290E-1,-4.845465720E-2,-1.959123611E-1,9.887741089E0
6.519548460E-1,-4.366901144E-2,-1.815554202E-1,9.866206169E0
6.543993250E-1,-5.324030295E-2,-1.959123611E-1,9.880562782E0
6.568430750E-1,-2.931207791E-2,-2.030908167E-1,9.873384476E0
6.592876060E-1,-2.452643216E-2,-2.006980032E-1,9.861420631E0
